Reference Area,Reference Period,Indicator,Sex,Measure Type,Value
Scotland,2011,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,96.6
Scotland,2011,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2011,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,97.7
Scotland,2011,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,98.8
Scotland,2012,Healthy weight: Healthy weight,All,Percent,34
Scotland,2012,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,32.1
Scotland,2012,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35.8
Scotland,2012,Healthy weight: Healthy weight,Female,Percent,38
Scotland,2012,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,35.4
Scotland,2012,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,40.2
Scotland,2012,Healthy weight: Healthy weight,Male,Percent,30
Scotland,2012,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,27.3
Scotland,2012,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,33
Scotland,2012,Healthy weight: Not healthy weight,All,Percent,66
Scotland,2012,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,64.2
Scotland,2012,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,67.9
Scotland,2012,Healthy weight: Not healthy weight,Female,Percent,62
Scotland,2012,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,59.8
Scotland,2012,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,64.6
Scotland,2012,Healthy weight: Not healthy weight,Male,Percent,70
Scotland,2012,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,67
Scotland,2012,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,72.7
Scotland,2012,Morbid obesity: Morbidly obese,All,Percent,3
Scotland,2012,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.1
Scotland,2012,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,3.1
Scotland,2012,Morbid obesity: Morbidly obese,Female,Percent,3
Scotland,2012,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,2.4
Scotland,2012,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,4
Scotland,2012,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2012,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1.3
Scotland,2012,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,2.7
Scotland,2012,Morbid obesity: Not morbidly obese,All,Percent,97
Scotland,2012,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,96.9
Scotland,2012,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.9
Scotland,2012,Morbid obesity: Not morbidly obese,Female,Percent,97
Scotland,2012,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,96
Scotland,2012,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,97.6
Scotland,2012,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2012,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,97.3
Scotland,2012,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,98.7
Scotland,2013,Healthy weight: Healthy weight,All,Percent,34
Scotland,2013,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,31.7
Scotland,2013,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35.5
Scotland,2013,Healthy weight: Healthy weight,Female,Percent,37
Scotland,2013,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,34.6
Scotland,2013,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,39.3
Scotland,2013,Healthy weight: Healthy weight,Male,Percent,30
Scotland,2013,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,27.4
Scotland,2013,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,32.6
Scotland,2013,Healthy weight: Not healthy weight,All,Percent,66
Scotland,2013,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,64.5
Scotland,2013,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,68.3
Scotland,2013,Healthy weight: Not healthy weight,Female,Percent,63
Scotland,2013,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,60.7
Scotland,2013,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,65.4
Scotland,2013,Healthy weight: Not healthy weight,Male,Percent,70
Scotland,2013,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,67.4
Scotland,2013,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,72.6
Scotland,2013,Morbid obesity: Morbidly obese,All,Percent,3
Scotland,2013,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.4
Scotland,2013,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,3.7
Scotland,2013,Morbid obesity: Morbidly obese,Female,Percent,4
Scotland,2013,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,3.1
Scotland,2013,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,5.2
Scotland,2013,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2013,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1.2
Scotland,2013,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,2.6
Scotland,2013,Morbid obesity: Not morbidly obese,All,Percent,97
Scotland,2013,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,96.3
Scotland,2013,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.6
Scotland,2013,Morbid obesity: Not morbidly obese,Female,Percent,96
Scotland,2013,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,94.8
Scotland,2013,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,96.9
Scotland,2013,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2013,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,97.4
Scotland,2013,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,98.8
Scotland,2014,Healthy weight: Healthy weight,All,Percent,33
Scotland,2014,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,30.9
Scotland,2014,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35
Scotland,2014,Healthy weight: Healthy weight,Female,Percent,37
Scotland,2014,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,34.3
Scotland,2014,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,39.3
Scotland,2014,Healthy weight: Healthy weight,Male,Percent,29
Scotland,2014,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,26
Scotland,2014,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,31.7
Scotland,2014,Healthy weight: Not healthy weight,All,Percent,67
Scotland,2014,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,65
Scotland,2014,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,69.1
Scotland,2014,Healthy weight: Not healthy weight,Female,Percent,63
Scotland,2014,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,60.7
Scotland,2014,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,65.7
Scotland,2014,Healthy weight: Not healthy weight,Male,Percent,71
Scotland,2014,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,68.3
Scotland,2014,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,74
Scotland,2014,Morbid obesity: Morbidly obese,All,Percent,3
Scotland,2014,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.1
Scotland,2014,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,3.6
Scotland,2014,Morbid obesity: Morbidly obese,Female,Percent,4
Scotland,2014,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,2.5
Scotland,2014,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,4.5
Scotland,2014,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2014,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1
Scotland,2014,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,3.3
Scotland,2014,Morbid obesity: Not morbidly obese,All,Percent,97
Scotland,2014,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,96.4
Scotland,2014,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.9
Scotland,2014,Morbid obesity: Not morbidly obese,Female,Percent,96
Scotland,2014,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,95.5
Scotland,2014,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,97.5
Scotland,2014,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2014,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,96.7
Scotland,2014,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,99
Scotland,2015,Healthy weight: Healthy weight,All,Percent,34
Scotland,2015,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,32.1
Scotland,2015,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,36.2
Scotland,2015,Healthy weight: Healthy weight,Female,Percent,36
Scotland,2015,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,33.8
Scotland,2015,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,38.8
Scotland,2015,Healthy weight: Healthy weight,Male,Percent,32
Scotland,2015,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,29
Scotland,2015,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,34.9
Scotland,2015,Healthy weight: Not healthy weight,All,Percent,66
Scotland,2015,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,63.8
Scotland,2015,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,67.9
Scotland,2015,Healthy weight: Not healthy weight,Female,Percent,64
Scotland,2015,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,61.2
Scotland,2015,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,66.2
Scotland,2015,Healthy weight: Not healthy weight,Male,Percent,68
Scotland,2015,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,65.1
Scotland,2015,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,71
Scotland,2015,Morbid obesity: Morbidly obese,All,Percent,3
Scotland,2015,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.1
Scotland,2015,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,3.2
Scotland,2015,Morbid obesity: Morbidly obese,Female,Percent,3
Scotland,2015,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,2.2
Scotland,2015,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,3.8
Scotland,2015,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2015,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1.6
Scotland,2015,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,3
Scotland,2015,Morbid obesity: Not morbidly obese,All,Percent,97
Scotland,2015,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,96.8
Scotland,2015,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.9
Scotland,2015,Morbid obesity: Not morbidly obese,Female,Percent,97
Scotland,2015,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,96.2
Scotland,2015,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,97.8
Scotland,2015,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2015,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,97
Scotland,2015,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,98.4
Scotland,2016,Healthy weight: Healthy weight,All,Percent,34
Scotland,2016,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,31.6
Scotland,2016,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35.8
Scotland,2016,Healthy weight: Healthy weight,Female,Percent,37
Scotland,2016,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,34.8
Scotland,2016,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,40.1
Scotland,2016,Healthy weight: Healthy weight,Male,Percent,30
Scotland,2016,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,26.9
Scotland,2016,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,32.8
Scotland,2016,Healthy weight: Not healthy weight,All,Percent,66
Scotland,2016,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,64.2
Scotland,2016,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,68.4
Scotland,2016,Healthy weight: Not healthy weight,Female,Percent,63
Scotland,2016,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,59.9
Scotland,2016,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,65.2
Scotland,2016,Healthy weight: Not healthy weight,Male,Percent,70
Scotland,2016,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,67.2
Scotland,2016,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,73.1
Scotland,2016,Morbid obesity: Morbidly obese,All,Percent,4
Scotland,2016,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.9
Scotland,2016,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,4.5
Scotland,2016,Morbid obesity: Morbidly obese,Female,Percent,4
Scotland,2016,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,3.4
Scotland,2016,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,5.4
Scotland,2016,Morbid obesity: Morbidly obese,Male,Percent,3
Scotland,2016,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1.9
Scotland,2016,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,4
Scotland,2016,Morbid obesity: Not morbidly obese,All,Percent,96
Scotland,2016,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,95.5
Scotland,2016,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.1
Scotland,2016,Morbid obesity: Not morbidly obese,Female,Percent,96
Scotland,2016,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,94.6
Scotland,2016,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,96.6
Scotland,2016,Morbid obesity: Not morbidly obese,Male,Percent,97
Scotland,2016,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,96
Scotland,2016,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,98.1
Scotland,2017,Food insecurity (worried would run out of food): No,All,Percent,92
Scotland,2017,Food insecurity (worried would run out of food): No,All,95% Lower Confidence Limit,90.5
Scotland,2017,Food insecurity (worried would run out of food): No,All,95% Upper Confidence Limit,93
Scotland,2017,Food insecurity (worried would run out of food): No,Female,Percent,92
Scotland,2017,Food insecurity (worried would run out of food): No,Female,95% Lower Confidence Limit,90.4
Scotland,2017,Food insecurity (worried would run out of food): No,Female,95% Upper Confidence Limit,93.3
Scotland,2017,Food insecurity (worried would run out of food): No,Male,Percent,92
Scotland,2017,Food insecurity (worried would run out of food): No,Male,95% Lower Confidence Limit,89.9
Scotland,2017,Food insecurity (worried would run out of food): No,Male,95% Upper Confidence Limit,93.4
Scotland,2017,Food insecurity (worried would run out of food): Yes,All,Percent,8
Scotland,2017,Food insecurity (worried would run out of food): Yes,All,95% Lower Confidence Limit,7
Scotland,2017,Food insecurity (worried would run out of food): Yes,All,95% Upper Confidence Limit,9.5
Scotland,2017,Food insecurity (worried would run out of food): Yes,Female,Percent,8
Scotland,2017,Food insecurity (worried would run out of food): Yes,Female,95% Lower Confidence Limit,6.7
Scotland,2017,Food insecurity (worried would run out of food): Yes,Female,95% Upper Confidence Limit,9.6
Scotland,2017,Food insecurity (worried would run out of food): Yes,Male,Percent,8
Scotland,2017,Food insecurity (worried would run out of food): Yes,Male,95% Lower Confidence Limit,6.6
Scotland,2017,Food insecurity (worried would run out of food): Yes,Male,95% Upper Confidence Limit,10.1
Scotland,2017,Healthy weight: Healthy weight,All,Percent,33
Scotland,2017,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,30.6
Scotland,2017,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35.8
Scotland,2017,Healthy weight: Healthy weight,Female,Percent,35
Scotland,2017,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,31.9
Scotland,2017,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,38.2
